2000511	00_491550793	0	0
2000511	00_491572639	0	0
2000511	00_491574814	0	0
2000511	00_491575627	0	0
2000511	00_491576817	0	0
2000511	00_491577545	0	0
2000511	00_491578736	0	0
2000511	00_491581743	0	0
2000511	00_491583772	0	0
2000511	00_491585086	0	0
2000511	00_491585864	1	0
2000511	00_491586735	2	0
2000511	00_491587144	2	0
2000511	00_491587509	1	0
2000511	00_491588004	2	0
2000511	00_491612310	0	0
2000511	00_491624486	0	0
2000511	00_491624843	0	0
2000511	00_491759382	0	0
2000511	00_491759759	0	0
2000511	00_578074280	0	0
2000511	00_845786867	0	0
2000511	01_366774658	0	0
2000511	01_366775650	0	0
2000511	01_427778083	0	0
2000511	01_429770068	0	0
2000511	03_289429784	2	0
2000511	03_411457243	1	0
2000511	03_411472561	1	0
2000511	03_415448970	0	0
2000511	03_415520922	1	0
2000511	03_426340301	0	0
2000511	03_426341615	0	0
2000511	03_462002567	0	0
2000511	03_493036183	0	0
2000511	03_533923085	0	0
2000511	04_396125449	1	0
2000511	04_485678858	2	0
2000511	04_748629533	0	0
2000511	04_751785490	0	0
2000511	04_767995594	1	0
2000511	05_149859476	0	0
2000511	05_149860973	1	0
2000511	05_149861900	0	0
2000511	05_149863652	2	0
2000511	05_149864040	0	0
2000511	05_149864532	0	0
2000511	05_149865428	1	0
2000511	05_149874286	0	0
2000511	05_150825091	2	0
2000511	05_298231935	0	0
2000511	05_378218127	0	0
2000511	05_378603932	0	0
2000511	05_378620061	1	0
2000511	05_378620439	1	0
2000511	05_378632605	1	0
2000511	05_378635393	0	0
2000511	05_857279389	1	0
2000511	06_232242077	0	0
2000511	06_468011089	1	0
2000511	06_482625481	1	0
2000511	06_482627561	1	0
2000511	06_626441411	1	0
2000511	06_656103422	0	0
2000511	06_656362982	0	0
2000511	06_866146774	1	0
2000511	06_866350122	0	0
2000511	06_866774934	0	0
2000511	06_866864478	0	0
2000511	06_866889203	0	0
2000511	06_867173251	0	0
2000511	06_867489955	1	0
2000511	06_867987321	1	0
2000511	07_1012451	2	0
2000511	07_1446618	1	0
2000511	07_1455606	1	0
2000511	07_1679505	0	0
2000511	07_1768441	2	0
2000511	07_1889303	1	0
2000511	07_2155566	0	0
2000511	07_2580536	1	0
2000511	07_2705588	2	0
2000511	07_3190171	1	0
2000511	07_320216	0	0
2000511	07_773768	0	0
2000511	07_81534	0	0
2000511	07_977566	0	0
2000511	07_98878	0	0
2000511	08_144499747	0	0
2000511	08_342402131	2	0
2000511	09_95816461	0	0
2000511	10_614377316	0	0
2000511	10_614380234	1	0
2000511	10_614518790	1	0
2000511	10_615693979	1	0
2000511	10_615808459	0	0
2000511	10_615816159	1	0
2000511	10_615816514	0	0
2000511	10_615817389	1	0
2000511	10_615817879	2	0
2000511	10_615818416	0	0
2000511	10_615818671	0	0
2000511	10_615820100	1	0
2000511	10_615820390	1	0
2000511	10_615821347	1	0
2000511	10_615849441	0	0
2000511	10_615856664	0	0
2000511	10_615876837	0	0
2000511	10_615899000	0	0
2000511	10_615927105	0	0
2000511	10_615941674	0	0
2000511	10_615956160	0	0
2000511	10_616026417	0	0
2000511	10_616047880	0	0
2000511	10_616091775	0	0
2000511	10_616097635	0	0
2000511	10_722293014	1	0
2000511	11_111824581	0	0
2000511	11_111855141	0	0
2000511	11_115987418	1	0
2000511	12_439242132	0	0
2000511	12_756508585	0	0
2000511	12_862395121	1	0
2000511	15_132354359	0	0
2000511	17_481138581	1	0
2000511	17_791456431	1	0
2000511	19_131101736	1	0
2000511	19_28020626	1	0
2000511	20_317509875	0	0
2000511	20_317512437	0	0
2000511	23_315318570	0	0
2000511	26_395393594	0	0
2000511	26_467050310	0	0
2000511	27_641896909	0	0
2000511	27_641901272	0	0
2000511	27_641902592	0	0
2000511	27_641903457	1	0
2000511	27_710268742	0	0
2000511	28_290373193	0	0
2000511	29_105015492	0	0
2000511	29_105025336	0	0
2000511	29_105595582	0	0
2000511	29_106181797	0	0
2000511	31_198922310	0	0
2000511	31_472665932	0	0
2000511	31_794185256	0	0
2000511	31_794852666	0	0
2000511	34_297719568	0	0
2000511	34_874299150	1	0
2000511	35_16345908	0	0
2000511	35_4678757	1	0
2000511	35_519230901	1	0
2000511	35_525147290	0	0
2000511	35_537220822	0	0
2000511	35_537352386	1	0
2000511	35_537417551	0	0
2000511	35_537748505	1	0
2000511	35_538448428	0	0
2000511	35_61704157	1	0
2000511	35_67158675	1	0
2000511	35_67159130	1	0
2000511	35_67160120	0	0
2000511	36_309240453	2	0
2000511	36_49541684	1	0
2000511	36_49871026	1	0
2000511	36_50040846	1	0
2000511	36_50116659	0	0
2000511	36_57062792	0	0
2000511	36_57065443	0	0
2000511	36_57097572	0	0
2000511	36_57109070	0	0
2000511	36_57193501	0	0
2000511	36_57202607	0	0
2000511	36_57204952	0	0
2000511	36_57213758	0	0
2000511	36_57215862	0	0
2000511	36_57241928	0	0
2000511	36_57248864	1	0
2000511	36_57254247	0	0
2000511	36_57274176	0	0
2000511	36_57276631	0	0
2000511	36_57321414	0	0
2000511	36_57400489	0	0
2000511	36_57406931	1	0
2000511	36_57422600	0	0
2000511	36_57429647	0	0
2000511	36_57432239	0	0
2000511	36_57434884	0	0
2000511	36_57478210	0	0
2000511	36_57490131	0	0
2000511	36_57497969	0	0
2000511	36_57500456	0	0
2000511	36_57619484	0	0
2000511	36_57628478	0	0
2000511	36_57631110	0	0
2000511	36_57679412	0	0
2000511	36_57691698	0	0
2000511	36_57747530	0	0
2000511	36_57816445	0	0
2000511	36_57826035	0	0
2000511	36_57837368	0	0
2000511	36_57839945	0	0
2000511	36_57847107	0	0
2000511	36_57851255	0	0
2000511	36_57873105	0	0
2000511	36_57883451	0	0
2000511	36_57892657	0	0
2000511	36_57937669	0	0
2000511	36_57949815	0	0
2000511	36_57965502	0	0
2000511	36_58011164	0	0
2000511	36_58041528	0	0
2000511	36_58044009	0	0
2000511	36_58053839	0	0
2000511	36_58080176	0	0
2000511	36_58116954	0	0
2000511	36_58136075	0	0
2000511	36_58141230	0	0
2000511	36_58174222	0	0
2000511	36_58176595	0	0
2000511	36_58185494	0	0
2000511	36_58188151	0	0
2000511	36_58195032	1	0
2000511	36_58199485	0	0
2000511	36_58221953	0	0
2000511	36_58229850	0	0
2000511	36_58231944	0	0
2000511	36_58234113	0	0
2000511	36_58256931	0	0
2000511	36_58313559	0	0
2000511	36_58316935	0	0
2000511	36_58326349	0	0
2000511	36_58328716	0	0
2000511	36_58349974	0	0
2000511	36_58352128	0	0
2000511	36_58361532	0	0
2000511	36_58365130	0	0
2000511	36_58409876	0	0
2000511	36_58423693	0	0
2000511	36_58433792	0	0
2000511	36_58524797	0	0
2000511	36_58531656	0	0
2000511	36_58536375	0	0
2000511	36_58547966	0	0
2000511	36_58570864	0	0
2000511	36_58577487	0	0
2000511	36_58579532	0	0
2000511	36_58581763	0	0
2000511	36_58605241	0	0
2000511	36_58611897	0	0
2000511	36_58618186	0	0
2000511	36_58630088	0	0
2000511	36_58638492	0	0
2000511	36_58649346	0	0
2000511	36_58651613	0	0
2000511	36_58697584	0	0
2000511	36_58708916	0	0
2000511	36_58727963	1	0
2000511	36_58730382	0	0
2000511	36_58733411	0	0
2000511	36_58743106	0	0
2000511	36_58745300	0	0
2000511	36_58767224	0	0
2000511	36_58776057	0	0
2000511	36_58812244	0	0
2000511	36_58820978	0	0
2000511	36_58823523	0	0
2000511	36_58846226	0	0
2000511	36_58854939	0	0
